Phylum;Class;Order;Family;Genus;strain;name;short;conc;TPEN_conc;AUCsmean;sdAUC;maxODmean;sdmax;finalODmean;sdfinal
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;14076;Lactobacillus fermentum;L. fermentum;60 µM;60;0,97771532419601404;0,038026898766788289;0,975743627791324175;0,059166198496855567;0,975743627791324175;0,059166198496855567
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;14076;Lactobacillus fermentum;L. fermentum;70 µM;70;0,63526245976267548;0,468118092160397681;0,634008608461464562;0,467806202022731987;0,633882489152598372;0,467993790630668094
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;14076;Lactobacillus fermentum;L. fermentum;80 µM;80;0,33642432148551937;0,448348003175435494;0,372294256424799741;0,465946561777399570;0,372294256424799741;0,465946561777399570
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;14076;Lactobacillus fermentum;L. fermentum;90 µM;90;0,17282749871907013;0,381909346528758908;0,176170657914456352;0,351367340515171489;0,169719045011230557;0,353003593894095358
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;14076;Lactobacillus fermentum;L. fermentum;100 µM;100;0,04588369837710722;0,012574126637513122;0,061057709357804649;0,025997505865513755;0,053889250576442636;0,010303256875073599
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;14076;Lactobacillus fermentum;L. fermentum;110 µM;110;0,04531844554909251;0,010599433395053710;0,062966977744423808;0,023987621377668078;0,056515364841197992;0,007310170363051088
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;14076;Lactobacillus fermentum;L. fermentum;120 µM;120;0,04594469985086899;0,009432378641811259;0,064916100229558307;0,021986755769294174;0,058225538700287099;0,007113031557864174
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;14076;Lactobacillus fermentum;L. fermentum;130 µM;130;0,04662020623157893;0,008636640266410065;0,065845325334729685;0,020141724280480420;0,059752135370571974;0,005976348588682011
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;14076;Lactobacillus fermentum;L. fermentum;140 µM;140;0,04835792496855625;0,008353772158646119;0,067685937584602562;0,011337968628573461;0,063504336628808056;0,007926264348200178
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;5007;Lactobacillus gasseri;L. gasseri;blank;blank;0,18444997760843790;0,522777401005009579;0,134967254671867404;0,398547178110456257;0,106800400922268363;0,365455460749714467
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;5007;Lactobacillus gasseri;L. gasseri;0 µM;0;1,00000000000000000;0,000000000000000000;0,957893371293937590;0,212040021282955793;0,957893371293937590;0,212040021282955793
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;5007;Lactobacillus gasseri;L. gasseri;54 µM;54;0,94041134097619239;0,177163768672491451;0,910317133506412746;0,266689563068749746;0,910317133506412746;0,266689563068749746
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;5007;Lactobacillus gasseri;L. gasseri;60 µM;60;0,91271293977638090;0,165749841358682731;0,863576017005438512;0,220142025771466299;0,863576017005438512;0,220142025771466299
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;5007;Lactobacillus gasseri;L. gasseri;70 µM;70;0,94614699372870426;0,517792878123349065;0,964836478038991308;0,652689269197500699;0,964333459930339365;0,653529457798963986
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;5007;Lactobacillus gasseri;L. gasseri;80 µM;80;0,12433048858228547;0,268359267289501102;0,139293663093065512;0,276581732456888718;0,119165876677744212;0,276263230764404732
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;5007;Lactobacillus gasseri;L. gasseri;90 µM;90;0,02660484198164088;0,016226340649253910;0,041762942198900553;0,051130000996158192;0,020837009957618592;0,020672781054927761
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;5007;Lactobacillus gasseri;L. gasseri;100 µM;100;0,02885616074087920;0,016242257603501672;0,043055840523055597;0,053099495472409101;0,026424981925140437;0,019004717211393421
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;5007;Lactobacillus gasseri;L. gasseri;110 µM;110;0,02685849736875778;0,018219755716568808;0,039547888009315094;0,057015347598058985;0,020500774190179320;0,022006873362540365
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;5007;Lactobacillus gasseri;L. gasseri;120 µM;120;0,03475239725584006;0,017206307318047304;0,047090607614070697;0,050566366083164865;0,027377223732627631;0,024622434465751172
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;5007;Lactobacillus gasseri;L. gasseri;130 µM;130;0,03189236680955290;0,019313160793374393;0,042754370272968939;0,051530802872027076;0,024154383661523761;0,023974879348352036
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;5007;Lactobacillus gasseri;L. gasseri;140 µM;140;0,03903173614157685;0,012908620192287338;0,053896666819270515;0,048190091660846875;0,022771769320432438;0,020080334954371882
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus;14071;Lactobacillus murinus;L. murinus;blank;blank;0,03710084697956533;0,035503842497966141;0,000000000000000000;0,000000000000000000;-0,044142662892662929;0,040387920013206187
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus;14071;Lactobacillus murinus;L. murinus;0 µM;0;1,00000000000000000;0,000000000000000000;0,990278124653124703;0,101480119364125751;0,989484473859473912;0,103476767615023960
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus;14071;Lactobacillus murinus;L. murinus;54 µM;54;0,66229329181666408;0,475567307611269863;0,685442162004662014;0,520740329924738732;0,675158001720501777;0,532876898061420690
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus;14071;Lactobacillus murinus;L. murinus;60 µM;60;0,65373035242096433;0,477465697258081134;0,691210352147852092;0,514416817986378949;0,685654796592296556;0,523012972885814054
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus;14071;Lactobacillus murinus;L. murinus;70 µM;70;0,60271847151620617;0,439767972721580191;0,666145833333333326;0,489875989993735439;0,663764880952380953;0,493556627321893815
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus;14071;Lactobacillus murinus;L. murinus;80 µM;80;0,33469362500039312;0,378248414817163425;0,429632867132867191;0,501229983867492290;0,413016150516150538;0,517867539291628765
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus;14071;Lactobacillus murinus;L. murinus;90 µM;90;0,01870508016992909;0,013178820031154670;0,013457722832722823;0,015343043204835278;0,002396561771561752;0,035487958639047822
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus;14071;Lactobacillus murinus;L. murinus;100 µM;100;0,02048582950024793;0,014255765473385574;0,005621114996115001;0,011512230335659221;-0,008854513542013548;0,027447186623447719
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus;14071;Lactobacillus murinus;L. murinus;110 µM;110;0,02288740021156973;0,016335325966877156;0,007481580919080926;0,013331366437284485;-0,001347437284937285;0,023532486803099054
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus;14071;Lactobacillus murinus;L. murinus;120 µM;120;0,01344441443376652;0,008040977567520645;0,007911012598512583;0,012391617951388129;0,001611756299256280;0,018946237913754348
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus;14071;Lactobacillus murinus;L. murinus;130 µM;130;0,03102231949805204;0,018133124954402335;0,015277084027084040;0,017183429208147808;0,008200826950826958;0,018243942545077448
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus;14071;Lactobacillus murinus;L. murinus;140 µM;140;0,01493151449720279;0,008632022466939534;0,013639832389832402;0,012347607853630621;0,009671578421578430;0,020395366961211359
Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;5038;Streptococcus salivarius;S. salivarius;blank;blank;0,00100454181307109;0,000418752108439424;0,000000000000000000;0,000000000000000000;-0,001437765314249151;0,000595339147759029
Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;5038;Streptococcus salivarius;S. salivarius;0 µM;0;1,00000000000000000;0,000000000000000000;0,997785346113526650;0,028398456375888757;0,997785346113526650;0,028398456375888757
Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;5038;Streptococcus salivarius;S. salivarius;54 µM;54;0,98212328393964654;0,037592714584768032;0,997664971148692015;0,017858628549889406;0,997664971148692015;0,017858628549889406
Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;5038;Streptococcus salivarius;S. salivarius;60 µM;60;0,98416933754777725;0,046307948332960078;1,002883421540622155;0,013324424932031278;1,002883421540622155;0,013324424932031278
Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;5038;Streptococcus salivarius;S. salivarius;70 µM;70;0,96702398782716414;0,062980383081768190;0,988468183752354901;0,022254309266376560;0,988468183752354901;0,022254309266376560
Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;5038;Streptococcus salivarius;S. salivarius;80 µM;80;0,87916176550507585;0,194335961464827983;0,943604732195422735;0,085237108298163972;0,943604732195422735;0,085237108298163972
Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;5038;Streptococcus salivarius;S. salivarius;90 µM;90;0,00771767670478979;0,006877172357251000;0,014937901477464054;0,014940695267155201;0,014937901477464054;0,014940695267155201
Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;5038;Streptococcus salivarius;S. salivarius;100 µM;100;0,00648281221645376;0,006534083272758333;0,011801312101896094;0,015337102884189085;0,011449199425839759;0,015675351016238463
Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;5038;Streptococcus salivarius;S. salivarius;110 µM;110;0,00799130784292038;0,007702077167998670;0,015459055097972615;0,016783801691771266;0,015459055097972615;0,016783801691771266
Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;5038;Streptococcus salivarius;S. salivarius;120 µM;120;0,00895728581258297;0,008055747655706300;0,017487199436892170;0,016420184115761603;0,017487199436892170;0,016420184115761603
Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;5038;Streptococcus salivarius;S. salivarius;130 µM;130;0,00655571518472451;0,006939830112584693;0,012023056050022725;0,013097277217931849;0,012023056050022725;0,013097277217931849
Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;5038;Streptococcus salivarius;S. salivarius;140 µM;140;0,00983931717117409;0,008444532879806682;0,017617521577596384;0,015225447644445233;0,017617521577596384;0,015225447644445233
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;5011;Roseburia intestinalis;R. intestinalis;blank;blank;0,00677337181221426;0,002922294252114161;0,006902086677367578;0,012848613366794638;-0,002541351796286119;0,003636050976914714
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;5011;Roseburia intestinalis;R. intestinalis;0 µM;0;1,00000000000000000;0,000000000000000000;1,015409309791332371;0,065360133257766545;1,015409309791332371;0,065360133257766545
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;5011;Roseburia intestinalis;R. intestinalis;54 µM;54;1,08310487117193044;0,081973407786294930;1,069370679599140894;0,086700615838796471;1,069370679599140894;0,086700615838796471
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;5011;Roseburia intestinalis;R. intestinalis;60 µM;60;1,04508160112664061;0,030416673460240531;1,034979363510629469;0,062592010110513227;1,034979363510629469;0,062592010110513227
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;5011;Roseburia intestinalis;R. intestinalis;70 µM;70;1,01932449047722828;0,037090505259088184;1,018520066946937197;0,053685550674771716;1,018520066946937197;0,053685550674771716
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;5011;Roseburia intestinalis;R. intestinalis;80 µM;80;0,93844250031518117;0,151981971484938749;0,968523425259721016;0,141508147254546329;0,966918288823123806;0,144745896280307734
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;5011;Roseburia intestinalis;R. intestinalis;90 µM;90;0,10995014691467521;0,129984551180609115;0,186252849425591449;0,246475804529207837;0,186082055232593996;0,246615938194287815
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;5011;Roseburia intestinalis;R. intestinalis;100 µM;100;0,01908916688481775;0,009203516805787189;0,028194338021720743;0,017728277092922760;0,017719828986488620;0,011139773513053154
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;5011;Roseburia intestinalis;R. intestinalis;110 µM;110;0,02254023547272057;0,007907975745438179;0,031346902744632518;0,016118144694987988;0,020110947688452743;0,011217988499294243
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;5011;Roseburia intestinalis;R. intestinalis;120 µM;120;0,02123774512949081;0,008675408150586195;0,030735689818006857;0,023002858176650858;0,018044831419551956;0,011674754152528130
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;5011;Roseburia intestinalis;R. intestinalis;130 µM;130;0,02323309788547648;0,010551612858676484;0,032945733777635829;0,021162394654752319;0,021067724146817211;0,013171750239272712
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;5011;Roseburia intestinalis;R. intestinalis;140 µM;140;0,02837858811730654;0,008093665652671670;0,034178440180224874;0,019419489215678615;0,023553698050670764;0,009206951384104054
Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;5032;Clostridium perfringens;C. perfringens;blank;blank;0,00201035608839337;0,001956534962511978;0,000000000000000000;0,000000000000000000;-0,003691334972902147;0,004430151389448502
Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;5032;Clostridium perfringens;C. perfringens;0 µM;0;1,00000000000000000;0,000000000000000000;0,999292618960777368;0,011267232966434830;0,999292618960777368;0,011267232966434830
Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;5032;Clostridium perfringens;C. perfringens;54 µM;54;0,99373445926118231;0,009698000714772174;1,000802028852870729;0,014800847991121234;1,000802028852870729;0,014800847991121234
Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;5032;Clostridium perfringens;C. perfringens;60 µM;60;0,99248145207260341;0,017664302502767716;1,003720201514899379;0,014383308187125339;1,003720201514899379;0,014383308187125339
Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;5032;Clostridium perfringens;C. perfringens;70 µM;70;0,87928106549739771;0,290431024499964774;0,902401025459522499;0,297026063659922901;0,902401025459522499;0,297026063659922901
Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;5032;Clostridium perfringens;C. perfringens;80 µM;80;0,63373675569836918;0,428750463156999495;0,683155374657474335;0,422363187908498805;0,683155374657474335;0,422363187908498805
Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;5032;Clostridium perfringens;C. perfringens;90 µM;90;0,42292508033793896;0,481382883472839418;0,439294947509905165;0,496466147087625487;0,439294947509905165;0,496466147087625487
Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;5032;Clostridium perfringens;C. perfringens;100 µM;100;0,00898412081712154;0,011780088835430542;0,017896082370106193;0,030606015460718727;0,017896082370106193;0,030606015460718727
Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;5032;Clostridium perfringens;C. perfringens;110 µM;110;0,00707129103392013;0,006855848033438200;0,009855568338391086;0,009559036106809974;0,009855568338391086;0,009559036106809974
Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;5032;Clostridium perfringens;C. perfringens;120 µM;120;0,00750969554207840;0,006536905894029948;0,009894760973542981;0,009711206837145657;0,009565081586746640;0,010133100656721312
Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;5032;Clostridium perfringens;C. perfringens;130 µM;130;0,00778633559911880;0,006957114832462980;0,009934788583735121;0,009923695543857846;0,009275429810142439;0,010847733643433421
Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;5032;Clostridium perfringens;C. perfringens;140 µM;140;0,00741536323973109;0,007660615242040500;0,010606129946573487;0,011572925364448807;0,010606129946573487;0,011572925364448807
Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Coprococcus;5048;Coprococcus comes;C. comes;blank;blank;0,00778652152876306;0,004634445025487199;0,000446030330062445;0,000963535637586659;-0,007768315638375389;0,005761821676302374
Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Coprococcus;5048;Coprococcus comes;C. comes;0 µM;0;1,00000000000000000;0,000000000000000000;0,997361637346604324;0,012640262246229446;0,997361637346604324;0,012640262246229446
Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Coprococcus;5048;Coprococcus comes;C. comes;54 µM;54;0,97388429650034847;0,022828730241787481;0,994112003485770557;0,019999025122976591;0,994112003485770557;0,019999025122976591
Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Coprococcus;5048;Coprococcus comes;C. comes;60 µM;60;0,95742073012937612;0,031943959333594348;0,993093570699163486;0,013340506638227995;0,993093570699163486;0,013340506638227995
Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Coprococcus;5048;Coprococcus comes;C. comes;70 µM;70;0,93094096018823769;0,098103223100958981;0,960301000170089458;0,048786486804878494;0,960301000170089458;0,048786486804878494
Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Coprococcus;5048;Coprococcus comes;C. comes;80 µM;80;0,52543471164403355;0,306968875596451751;0,590558902751960435;0,330679402914008269;0,590558902751960435;0,330679402914008269
Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Coprococcus;5048;Coprococcus comes;C. comes;90 µM;90;0,28628475120817876;0,348042814184994775;0,324562896698880443;0,388636224071632619;0,323914125309698708;0,389206629953302630
Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Coprococcus;5048;Coprococcus comes;C. comes;100 µM;100;0,02400638130313182;0,013289640188975079;0,020091397044595283;0,014233808798666061;0,014757758723409366;0,024643067744064193
Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Coprococcus;5048;Coprococcus comes;C. comes;110 µM;110;0,02645610328193562;0,009771175644845380;0,022607454991211143;0,012846234175184787;0,018247693970704120;0,024309406255496064
Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Coprococcus;5048;Coprococcus comes;C. comes;120 µM;120;0,02486112107151022;0,009799893316172084;0,022931436647808230;0,010943461170287669;0,022931436647808230;0,010943461170287669
Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Coprococcus;5048;Coprococcus comes;C. comes;130 µM;130;0,01993838922425596;0,009995836749340358;0,018421951799117348;0,009627938871487272;0,018421951799117348;0,009627938871487272
Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Coprococcus;5048;Coprococcus comes;C. comes;140 µM;140;0,02439915646872778;0,006991332890814707;0,020941589339277793;0,009215084733654769;0,019569071980970028;0,012995135946538620
Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Dorea;5076;Dorea formicigenerans;D. formicigenerans;blank;blank;0,01475933410068698;0,010912129112848112;0,002085505735140768;0,002646210123138583;-0,011530352447906839;0,010974431163769361
Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Dorea;5076;Dorea formicigenerans;D. formicigenerans;0 µM;0;1,00000000000000000;0,000000000000000000;0,996301585622436203;0,027407829195642615;0,996301585622436203;0,027407829195642615
Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Dorea;5076;Dorea formicigenerans;D. formicigenerans;54 µM;54;1,08731172296717449;0,072980200045377294;1,076293563392862529;0,130244245126722363;1,076293563392862529;0,130244245126722363
Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Dorea;5076;Dorea formicigenerans;D. formicigenerans;60 µM;60;1,10189306030879464;0,053976789698036320;1,091464387734851105;0,117132048649408918;1,091464387734851105;0,117132048649408918
Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Dorea;5076;Dorea formicigenerans;D. formicigenerans;70 µM;70;1,14795159172584604;0,100127113524974970;1,080505345174901377;0,021220145821835075;1,080505345174901377;0,021220145821835075
Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Dorea;5076;Dorea formicigenerans;D. formicigenerans;80 µM;80;0,90127448348041750;0,359082612098487353;0,881790555458058067;0,364148266205597759;0,881790555458058067;0,364148266205597759
Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Dorea;5076;Dorea formicigenerans;D. formicigenerans;90 µM;90;0,19423739602151033;0,399521557068824695;0,168969674343289550;0,358311058889376699;0,168606556753314457;0,358483675199268048
Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Dorea;5076;Dorea formicigenerans;D. formicigenerans;100 µM;100;0,03508165494434785;0,013072241969195889;0,029095936791975113;0,012295013746429021;0,028366009784675843;0,012163637647739858
Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Dorea;5076;Dorea formicigenerans;D. formicigenerans;110 µM;110;0,03624617363736745;0,010640501971174577;0,030142138834993483;0,011538798295318295;0,030142138834993483;0,011538798295318295
Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Dorea;5076;Dorea formicigenerans;D. formicigenerans;120 µM;120;0,03767380067542409;0,016528357103732162;0,027651499362597132;0,013028872143097194;0,027286535858947497;0,013159833195755442
Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Dorea;5076;Dorea formicigenerans;D. formicigenerans;130 µM;130;0,03362000922040326;0,016270616149513781;0,024236726373205203;0,014094670963627693;0,023871762869555568;0,014308074628903588
Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Dorea;5076;Dorea formicigenerans;D. formicigenerans;140 µM;140;0,04348435673303957;0,016702892824799465;0,030023460216691840;0,010827281550576025;0,030023460216691840;0,010827281550576025
Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Enterocloster;5026;Enterocloster bolteae;E. bolteae;blank;blank;0,00414300948065080;0,002657832903972952;0,000167869733087125;0,000444141566403323;-0,003949727694236105;0,002081529458598264
Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Enterocloster;5026;Enterocloster bolteae;E. bolteae;0 µM;0;1,00000000000000000;0,000000000000000000;1,002597484352142798;0,015658021469694014;1,002597484352142798;0,015658021469694014
Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Enterocloster;5026;Enterocloster bolteae;E. bolteae;54 µM;54;0,98284348355188200;0,036857098136595413;1,012014355214012618;0,030011048657278314;1,012014355214012618;0,030011048657278314
Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Enterocloster;5026;Enterocloster bolteae;E. bolteae;60 µM;60;1,01168756390245873;0,032056710420671285;1,041553044471636325;0,035144430258970828;1,041553044471636325;0,035144430258970828
Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Enterocloster;5026;Enterocloster bolteae;E. bolteae;70 µM;70;1,00056182937828275;0,058601292883903602;1,031301313838997480;0,049374169498286248;1,030566883756741436;0,051214151083077079
Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Enterocloster;5026;Enterocloster bolteae;E. bolteae;80 µM;80;0,93094454334076970;0,128682147116853829;1,018569155883814803;0,071995041325139050;1,018569155883814803;0,071995041325139050
Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Enterocloster;5026;Enterocloster bolteae;E. bolteae;90 µM;90;0,25762778652469315;0,404699473446413438;0,273442581422669695;0,435464233265652367;0,272817379079687838;0,435812560305207597
Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Enterocloster;5026;Enterocloster bolteae;E. bolteae;100 µM;100;0,03638892773313344;0,017917115639811621;0,036445617590993282;0,016932006839848909;0,036140998792254277;0,016986294360309167
Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Enterocloster;5026;Enterocloster bolteae;E. bolteae;110 µM;110;0,04065323829187262;0,011420288316528677;0,039067998781725864;0,011520074359472152;0,038614787973313192;0,011355318892302882
Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Enterocloster;5026;Enterocloster bolteae;E. bolteae;120 µM;120;0,04238317083371088;0,016326616382968444;0,038979518661811104;0,017422290852733516;0,038341763559770300;0,017518605113105865
Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Enterocloster;5026;Enterocloster bolteae;E. bolteae;130 µM;130;0,04247507087270292;0,013021889247927357;0,041774710002738212;0,009874588992582671;0,041256754793123733;0,009582373570766611
Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Enterocloster;5026;Enterocloster bolteae;E. bolteae;140 µM;140;0,04158137209964440;0,010161462079739041;0,042617273507952955;0,009065537407826136;0,042298395956932550;0,009232537428191280
Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lacrimispora;5037;Lacrimispora saccharolytica;L. saccharolytica;blank;blank;0,00200459263117082;0,001182513474843372;0,000000000000000000;0,000000000000000000;-0,003288931616073347;0,001781760871887665
Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lacrimispora;5037;Lacrimispora saccharolytica;L. saccharolytica;0 µM;0;1,00000000000000000;0,000000000000000000;0,999443737892830142;0,006901214783416769;0,999443737892830142;0,006901214783416769
Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lacrimispora;5037;Lacrimispora saccharolytica;L. saccharolytica;54 µM;54;0,96392356253279932;0,020065645332704971;0,970636593078517018;0,014496459611633858;0,970636593078517018;0,014496459611633858
Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lacrimispora;5037;Lacrimispora saccharolytica;L. saccharolytica;60 µM;60;0,96233749683183556;0,037647897229795495;0,966183640607934935;0,028910760331834342;0,966183640607934935;0,028910760331834342
Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lacrimispora;5037;Lacrimispora saccharolytica;L. saccharolytica;70 µM;70;0,97016190718291095;0,042777606484859974;0,977548691335077935;0,021563624320133284;0,977548691335077935;0,021563624320133284
Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lacrimispora;5037;Lacrimispora saccharolytica;L. saccharolytica;80 µM;80;0,97028199793196956;0,038909949867748518;0,974809488287414649;0,016147031432856469;0,974809488287414649;0,016147031432856469
Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lacrimispora;5037;Lacrimispora saccharolytica;L. saccharolytica;90 µM;90;0,86585761389986160;0,123627686622329355;0,879783900000671970;0,112738010001763977;0,879783900000671970;0,112738010001763977
Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lacrimispora;5037;Lacrimispora saccharolytica;L. saccharolytica;100 µM;100;0,56530772933250284;0,068521157075800088;0,607024739332846064;0,070385069963336502;0,607024739332846064;0,070385069963336502
Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lacrimispora;5037;Lacrimispora saccharolytica;L. saccharolytica;110 µM;110;0,34960885648227558;0,074039754121100032;0,372762248935264329;0,061407160099344230;0,372762248935264329;0,061407160099344230
Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lacrimispora;5037;Lacrimispora saccharolytica;L. saccharolytica;120 µM;120;0,28239461119322556;0,111539805548811252;0,298771400469072357;0,088822291816344059;0,298771400469072357;0,088822291816344059
